date,AWND,PRCP,TMAX,TMIN,daily_consumption
11/22/2009,3.1,0,12.8,7.2,2450.976
11/23/2009,5,0,10,6.7,1471.122
11/24/2009,3.3,0,14.4,8.9,2128.856
11/25/2009,2.4,0.8,10.6,9.4,1980.13
11/26/2009,2.1,0,13.9,10,1599.626
11/27/2009,4.3,0,10,6.1,1380.026
11/28/2009,5.1,0,10,5.6,1858.95
11/29/2009,2.3,0,15,3.9,1650.962
11/30/2009,3.1,6.9,13.9,4.4,1745.19
12/1/2009,3.2,0,8.3,1.7,1756.378
12/2/2009,2.2,11.4,13.3,5,2345.668
12/3/2009,4.4,18.5,18.9,9.4,1479.688
12/4/2009,2.4,0,11.1,6.7,1711.294
12/5/2009,3.3,16.3,7.2,0.6,2351.762
12/6/2009,3.2,0,3.3,0.6,2378.288
12/7/2009,2,0,3.9,0,1742.638
12/8/2009,3.3,0,6.7,1.1,2006.884
12/9/2009,3.7,37.6,11.7,0.6,1802.356
12/10/2009,5.5,0,7.8,-2.8,2054.286
12/11/2009,5.7,0,-1.7,-6.1,1784.462
12/12/2009,3.4,0,2.8,-3.9,1816.38
12/13/2009,2.7,24.1,11.1,1.1,2138.814
12/14/2009,2.4,0,7.8,4.4,1794.862
12/15/2009,3.1,0,11.1,5.6,1940.116
12/16/2009,4.9,0,5.6,-2.2,1394.874
12/17/2009,5.1,0,-0.6,-6.7,1717.182
12/18/2009,2.4,0,-1.1,-8.9,1744.706
12/19/2009,4.8,15.5,-1.1,-6.1,2204.334
12/20/2009,4.4,3.3,1.1,-6.1,1144.166
12/21/2009,4.8,0,2.2,-2.2,2034.966
12/22/2009,4.1,0,2.2,-5,1888.022
12/23/2009,4.3,0,-1.1,-6.7,1455.2
12/24/2009,2.5,0,3.9,-4.4,2905.894
12/25/2009,4.2,6.1,3.3,0.6,2127.648
12/26/2009,5.5,37.6,12.2,2.8,2183.618
12/27/2009,3.4,8.4,12.8,4.4,2195.452
12/28/2009,4,0,6.1,-1.1,2094.098
12/29/2009,6.4,0,-0.6,-8.9,2047.968
12/30/2009,2.6,0,0,-7.2,2451.11
12/31/2009,1.6,5.8,1.7,-1.7,2211.892
1/1/2010,1.5,0.8,4.4,0.6,1224.252
1/2/2010,5.6,0.5,1.1,-8.3,1308.836
1/3/2010,6.4,0,-5.6,-8.3,2083.454
1/4/2010,4.8,0,-1.1,-7.2,1604.132
1/5/2010,4.4,0,-1.1,-6.7,2219.78
1/6/2010,4.3,0,1.1,-3.3,1777.18
1/7/2010,3.9,0,2.8,-1.1,1769.442
1/8/2010,3.4,1.3,0.6,-5,1797.208
1/9/2010,3.9,0,-1.1,-7.8,2336.9
1/10/2010,3.1,0,-2.2,-10,2508.466
1/11/2010,3.2,0,-0.6,-6.1,1518.684
1/12/2010,4.2,0,1.7,-4.4,1282.538
1/14/2010,1.5,0,5.6,-1.1,618.488
1/15/2010,3.5,0,10,1.7,2196.76
1/16/2010,2.9,0,9.4,3.3,2150.112
1/17/2010,1.7,14.5,7.8,1.7,1906.556
1/18/2010,,1.3,10,2.8,1881.098
1/19/2010,,0,8.9,4.4,2433.508
1/20/2010,2.8,0,5,1.1,2351.728
1/21/2010,1.4,0,5,-0.6,2137.856
1/22/2010,2.9,0,6.7,0,1790.626
1/23/2010,1.4,0,4.4,-2.2,2608.51
1/24/2010,1.1,0.5,10,0,2269.42
1/25/2010,,31.8,13.9,9.4,1930.51
1/26/2010,3.9,0,9.4,1.7,2067.564
1/27/2010,3.1,0,3.9,-0.6,2760.902
1/28/2010,3.8,2.3,5.6,-6.7,2110.234
1/29/2010,5.2,0,-5,-8.9,2092.99
1/30/2010,4,0,-6.7,-10.6,2842.728
1/31/2010,2.8,0,-1.1,-10,1799.196
2/1/2010,3.6,0,1.7,-3.9,1693.778
2/2/2010,1.9,0.8,0.6,-2.8,2157.432
2/3/2010,2.3,1.5,3.9,-1.7,2903.014
2/4/2010,4,0,2.8,-2.2,2316.27
2/5/2010,2.1,0,2.2,-1.7,2098.892
2/6/2010,6.1,0,0.6,-6.7,2712.986
2/7/2010,4.5,0,1.1,-8.3,1625.708
2/8/2010,4.4,0,2.8,-5,2582.238
2/9/2010,2.3,0,5.6,-2.2,2420.932
2/10/2010,5.5,33.8,1.1,-1.1,1944.542
2/11/2010,5.3,0,2.8,-2.2,1369.768
2/12/2010,3.7,0,2.8,-3.3,1892.998
2/13/2010,3.9,0,0,-4.4,2351.556
2/14/2010,4.1,0,3.9,-2.2,1686.698
2/15/2010,3.1,0.3,4.4,-2.8,2097.132
2/16/2010,2.5,10.9,0.6,-1.7,1797.756
2/17/2010,3.6,0,1.7,-3.3,2054.56
2/18/2010,4.5,0,4.4,0,1761.156
2/19/2010,5.1,0,6.1,1.7,1953.572
2/20/2010,3.6,0,6.7,1.7,1983.728
2/21/2010,4.3,0,7.8,0.6,2740.314
2/22/2010,2.7,0.8,7.2,-1.7,1474.036
2/23/2010,6.3,30.5,3.3,1.7,1461.28
2/24/2010,3.5,10.7,5.6,2.2,1914.278
2/25/2010,1.5,50.8,3.3,-2.8,1880.204
2/26/2010,3.1,29.7,0.6,-3.3,2120.156
2/27/2010,2,0.3,3.3,-1.7,1765.056
2/28/2010,1.7,0,4.4,0.6,711.666
3/1/2010,4.4,0,8.9,2.2,1298.728
3/2/2010,2.4,0.3,8.3,2.2,766.906
3/3/2010,4.7,1.8,5,1.1,935.834
3/4/2010,3.5,0,8.3,1.7,682.88
3/5/2010,3.4,0,9.4,1.1,1133.726
3/6/2010,3.2,0,12.2,0,794.712
3/7/2010,3.2,0,13.9,2.8,1372.472
3/8/2010,3.2,0,16.1,5,2557.098
3/9/2010,2,0,16.1,6.7,1760.112
3/10/2010,2.2,0,13.9,6.7,1822.632
3/11/2010,4,0,11.7,5.6,1951.09
3/12/2010,6.2,5.3,6.1,3.9,1645.424
3/13/2010,10.2,98,7.8,3.3,2383.01
3/14/2010,6.1,6.1,10,6.1,1566.714
3/15/2010,5.2,8.4,7.8,5,1791.85
3/16/2010,3.4,0,17.2,5,1542.65
3/17/2010,1.1,0,18.9,6.1,2009.13
3/18/2010,1.5,0,20.6,10,1562.682
3/19/2010,1.5,0,22.2,9.4,1663.384
3/20/2010,2.2,0,23.3,12.2,131.732
3/21/2010,2.9,0,17.8,10.6,917.282
3/22/2010,2.5,34,13.9,10,1618.59
3/23/2010,2.7,2.8,11.7,7.2,1822.162
3/24/2010,5.2,0,15.6,6.1,1994.752
3/25/2010,1.9,0,16.7,8.9,1679.884
3/26/2010,4.7,3.6,11.1,1.1,1651.284
3/27/2010,3.4,0,6.7,-1.7,1847.97
3/28/2010,3.6,8.6,9.4,2.2,1798.214
3/29/2010,2.9,40.1,11.7,8.9,1622.738
3/30/2010,4.8,62.2,10,5,1906.454
3/31/2010,2.6,0.3,13.9,7.2,1923.802
4/1/2010,2.1,0,21.1,8.9,1687.44
4/2/2010,2,0,20,8.9,1648.622
4/3/2010,2.2,0,19.4,8.3,1805.278
4/4/2010,1.2,0,24.4,8.3,1690.388
4/5/2010,2.9,0,23.9,13.3,1118.82
4/6/2010,1.8,0,25.6,14.4,1825.852
4/7/2010,3.1,0,33.3,13.3,1596.982
4/8/2010,2.8,0,26.7,17.8,1649.22
4/9/2010,3.4,7.6,20,6.7,1233.35
4/10/2010,4.4,0,16.7,5.6,1190.208
4/11/2010,3,0,24.4,11.1,1602.81
4/12/2010,2.4,0,19.4,11.1,1439.426
4/13/2010,2.2,0,13.3,8.3,1512.704
4/14/2010,2.3,0,19.4,7.2,1660.364
4/15/2010,3,0,22.8,10,1872.178
4/16/2010,3.3,7.9,13.9,7.8,1562.062
4/17/2010,3,0.3,12.2,7.8,1557.712
4/18/2010,3.2,0,13.9,5.6,1476.106
4/19/2010,3.1,0,17.2,7.8,1708.594
4/20/2010,2.2,0,21.1,8.3,1833.628
4/21/2010,3,0.8,20.6,11.7,1579.914
4/22/2010,2.6,0,22.2,10.6,1460.904
4/23/2010,2.9,0,20,6.7,1180.536
4/24/2010,2.5,0,20,7.8,1518.418
4/25/2010,3.1,40.6,11.1,7.8,1542.742
4/26/2010,3.6,17.5,11.7,8.9,1082.716
4/27/2010,3.3,1.3,14.4,5,1250.94
4/28/2010,4.3,0,13.3,4.4,867.858
4/29/2010,4,0,20.6,7.2,1103.724
4/30/2010,2.3,0,25.6,13.3,1118.628
5/1/2010,1.8,0,29.4,17.8,1320.158
5/2/2010,2.3,0,31.1,18.9,2187.91
5/3/2010,2.2,32.8,26.7,19.4,1411.302
5/4/2010,2.3,0,27.2,16.7,1516.96
5/5/2010,2.3,0,26.7,14.4,1805.308
5/6/2010,3.3,0,25.6,15,1299.25
5/7/2010,2.2,0,22.8,11.1,1644.004
5/8/2010,4.5,1,24.4,9.4,1533.422
5/9/2010,5.1,0,11.1,6.7,1566.51
5/10/2010,3.6,0,16.1,5,1467.892
5/11/2010,1.5,0.8,13.3,6.1,1571.368
5/12/2010,3.1,10.9,8.9,6.7,2035.418
5/13/2010,2.2,0,19.4,6.1,1552.496
5/14/2010,2.9,1,26.7,12.8,1722.146
5/15/2010,3.3,0,22.8,15.6,1944.772
5/16/2010,1.9,0,22.2,12.2,2100.426
5/17/2010,1.3,0,23.3,12.8,1628.182
5/18/2010,4,27.7,16.7,10,1421.184
5/19/2010,1.7,0,17.8,10,1426.752
5/20/2010,1.3,0,26.1,12.8,1153.898
5/21/2010,2.2,0,29.4,16.1,1294.396
5/22/2010,2.8,0,23.3,13.9,2095.772
5/23/2010,3.6,0,21.7,14.4,1487.556
5/24/2010,2.3,0.8,22.8,15.6,1341.332
5/25/2010,1.5,0,27.8,16.1,1198.626
5/26/2010,2,0,33.3,18.3,1387.884
5/27/2010,2.6,1.5,28.3,12.8,1323.342
5/28/2010,1.3,0,21.1,13.3,1398.164
5/29/2010,2.5,0,25,16.1,2049.808
5/30/2010,2.6,0,28.9,19.4,1665.7
5/31/2010,1.7,0,30,20.6,1340.462
6/1/2010,2,0,29.4,18.9,1268.964
6/2/2010,1.5,0,30.6,19.4,980.898
6/3/2010,2.1,0,30.6,19.4,1394.186
6/4/2010,1.7,0,31.1,22.2,1420.554
6/5/2010,3.3,0,31.1,24.4,2009.644
6/6/2010,3.8,0.5,31.7,16.1,1746.792
6/7/2010,3.1,0,23.9,13.9,1012.082
6/8/2010,2.3,0,23.9,14.4,1362.034
6/9/2010,1.9,22.6,20,13.9,1534.682
6/10/2010,1.6,6.4,23.3,14.4,1215.19
6/11/2010,1.9,0,21.7,14.4,1470.672
6/12/2010,2.1,0,26.1,16.1,1973.108
6/13/2010,2.8,7.6,25.6,18.3,1674.356
6/14/2010,1.1,0.3,26.1,17.8,1217.984
6/15/2010,2.4,0,27.2,17.8,1223.966
6/16/2010,2.2,0,23.9,17.8,1768.092
6/17/2010,3.2,11.4,23.3,18.3,1028.018
6/18/2010,1.5,0,30,15.6,1332.316
6/19/2010,2.2,0,27.2,17.8,1416.22
6/20/2010,1.7,0,31.7,21.7,1672.55
6/21/2010,1.7,0,30.6,21.7,1660.89
6/22/2010,1.7,6.9,30.6,21.7,1520.588
6/23/2010,2.7,0,31.7,21.7,1442.064
6/24/2010,2.9,0,33.3,24.4,1095.78
6/25/2010,2.1,0,30.6,21.7,1099.438
6/26/2010,1.6,0,31.7,21.7,981.62
6/27/2010,1.7,0,32.8,21.7,1139.964
6/28/2010,3.1,0.3,33.9,24.4,1471.34
6/29/2010,2.9,0,32.8,21.1,1367.296
6/30/2010,2.6,0,26.1,16.7,1384.136
7/1/2010,2.7,0,25,16.7,1349.002
7/2/2010,2.2,0,27.8,16.1,1140.928
7/3/2010,1.5,0,31.7,18.3,1120.074
7/4/2010,2.4,0,35.6,22.8,1538.088
7/5/2010,1.4,0,37.2,24.4,1113.99
7/6/2010,1.5,0,39.4,27.2,1005.934
7/7/2010,2.1,0,37.8,26.7,834.788
7/8/2010,1.6,0,31.7,25,1212.652
7/9/2010,2.5,0.5,32.2,23.9,1083.478
7/10/2010,1.7,0,28.3,22.8,1154.504
7/11/2010,1.6,0,34.4,21.7,1193.572
7/12/2010,2,0,34.4,22.8,1109.574
7/13/2010,2.2,21.3,28.3,22.8,1382.114
7/14/2010,1.9,11.4,26.1,22.8,1409.472
7/15/2010,2.4,0,30.6,22.2,1633.162
7/16/2010,2.2,0,33.9,23.3,820.056
7/17/2010,2.4,0,34.4,24.4,806.352
7/18/2010,2.5,0,34.4,25.6,812.038
7/19/2010,1.6,3.8,33.3,22.2,801.158
7/20/2010,1.6,0,31.7,23.3,855.824
7/21/2010,1.8,0,33.9,24.4,1064.166
7/22/2010,3,0,32.2,23.3,1164.446
7/23/2010,0.7,17.8,30.6,22.8,1176.158
7/24/2010,2.4,0,36.1,26.7,921.668
7/25/2010,2.5,8.9,33.9,21.1,1130.41
7/26/2010,2.9,0,30.6,20,884.15
7/27/2010,1.9,0,32.8,21.1,952.36
7/28/2010,2.9,0,31.7,23.3,862.654
7/29/2010,2.6,2.3,31.7,23.3,549.104
7/30/2010,2.2,0,29.4,18.9,551.26
7/31/2010,2.2,0,29.4,18.9,554.616
8/1/2010,1.5,0,26.7,21.1,555.664
8/2/2010,2.2,0,29.4,20.6,549.482
8/3/2010,3.1,0,30,22.2,615.212
8/4/2010,2.4,0,32.8,23.9,543.356
8/5/2010,3,0.5,35,25,533.476
8/6/2010,2.2,0,32.2,21.1,524.746
8/7/2010,1.6,0,30.6,20,527.476
8/8/2010,3,0,31.7,22.8,528.46
8/9/2010,2.6,0,34.4,23.3,535.064
8/10/2010,1.5,0,33.3,25.6,544.758
8/11/2010,2.3,0,33.9,24.4,542.002
8/12/2010,2.6,2.3,24.4,20,529.698
8/13/2010,3.3,0,27.8,20,534.294
8/14/2010,2.4,0,27.8,18.3,554.27
8/15/2010,2.1,4.1,25,19.4,1055.986
8/16/2010,1.8,2.8,30,20.6,1129.73
8/17/2010,1.4,0,32.8,23.3,978.202
8/22/2010,2.9,42.9,26.7,20.6,93.338
8/23/2010,3.6,26.7,21.1,18.3,765.658
8/24/2010,4.4,0.5,21.1,17.8,722.948
8/25/2010,1.6,25.4,20.6,17.8,980.408
8/26/2010,2.5,0,27.8,18.3,757.252
8/27/2010,1.8,0,26.1,16.1,2030.65
8/28/2010,1.6,0,28.3,16.7,1442.856
8/29/2010,1.5,0,34.4,19.4,1668.48
8/30/2010,1.6,0,33.3,22.2,1494.802
8/31/2010,1.6,0,35.6,24.4,1365.106
9/1/2010,1.4,0,35.6,24.4,1593.318
9/2/2010,2.7,0,34.4,25.6,1392.492
9/3/2010,2.7,0,29.4,23.9,1346.414
9/4/2010,4.7,0,27.2,17.8,1743.84
9/5/2010,2.3,0,25.6,16.1,1323.018
9/6/2010,1.9,0,26.7,15.6,1422.876
9/7/2010,2.8,0,31.7,20,1451.854
9/8/2010,3.7,0,32.2,18.9,1303.812
9/9/2010,3.1,0,21.1,16.1,1238.714
9/10/2010,2.5,0,23.3,16.1,1328.108
9/11/2010,2.4,0,26.1,15,1463.31
9/12/2010,2.8,3.8,19.4,15,1612.092
9/13/2010,1.5,3.3,25,15,1076.32
9/14/2010,2.2,0,24.4,15.6,1430.678
9/15/2010,2.6,0,22.2,13.9,986.094
9/16/2010,2.4,11.7,22.2,13.9,1339.738
9/17/2010,2,1.3,21.7,15,1497.608
9/18/2010,1.5,0,21.1,14.4,1247.946
9/19/2010,1.2,0,27.2,16.1,919.6
9/20/2010,3,0,23.3,15,1682.832
9/21/2010,2.2,0,23.3,12.2,1111.376
9/22/2010,2.6,3,30.6,17.8,1510.394
9/23/2010,2.2,0,27.2,18.9,1449.862
9/24/2010,1.6,0,29.4,19.4,1327.992
9/25/2010,3.2,0,31.7,19.4,106.006
9/28/2010,,8.4,22.8,21.1,470.426
9/29/2010,1.9,0,25.6,17.2,1684.426
9/30/2010,,27.9,23.9,20.6,1248.278
10/1/2010,,62.5,23.3,15,1504.82
10/2/2010,1.9,0,18.9,11.1,1923.254
10/3/2010,5.1,0.8,17.8,10,1830.684
10/4/2010,4.4,8.6,12.8,11.1,1775.96
10/5/2010,3.5,0,16.1,11.7,1854.624
10/6/2010,2.5,0,17.8,12.2,1315.456
10/7/2010,3.4,0,21.7,11.7,1809.954
10/8/2010,2.8,0,22.8,12.2,1510.456
10/9/2010,2.5,0,22.2,12.2,1611.78
10/10/2010,1.8,0,20.6,7.8,1998.904
10/11/2010,1,28.7,23.9,13.9,1622.59
10/12/2010,1.7,2.3,20.6,12.2,1579.692
10/13/2010,2,0,17.8,8.9,2073.886
10/14/2010,1.5,15.5,17.2,10,2135.122
10/15/2010,5.1,0.5,13.9,9.4,1596.324
10/16/2010,4.7,0,14.4,10,1000.014
10/17/2010,2.3,0,20.6,8.9,1047.382
10/18/2010,2.6,0,15.6,10,2713.884
10/19/2010,1.2,0.8,15,8.3,1925.978
10/20/2010,1.6,0,15,8.3,1727.964
10/21/2010,3.3,0.3,16.7,9.4,1355.198
10/22/2010,3.4,0,11.7,7.8,1668.892
10/23/2010,2.3,0,17.8,6.7,2293.236
10/24/2010,1.5,0,20,11.7,2390.548
10/25/2010,2.1,0,23.3,12.2,1163.292
10/26/2010,2.8,0,22.2,17.2,945.904
10/27/2010,2.6,4.8,23.9,18.3,1260.278
10/28/2010,3.1,0,23.3,13.3,1463.326
10/29/2010,4.3,0,13.9,8.3,1204.422
10/30/2010,3.3,0,13.9,5.6,2152.7
10/31/2010,3.8,0,14.4,5.6,1476.43
11/1/2010,2.6,0,9.4,2.8,1383.18
11/2/2010,1.4,0,10,2.2,1191.082
11/3/2010,1.7,0,12.2,5,1293.298
11/4/2010,3,27.7,10.6,8.3,2555.146
11/5/2010,2.4,1.3,11.1,7.2,1736.088
11/6/2010,2.4,0,10.6,4.4,1805.408
11/7/2010,3.1,0,10.6,2.2,1673.816
11/8/2010,4.6,1,7.2,4.4,1825.54
11/9/2010,3.6,0,12.2,5,2022.098
11/10/2010,3.4,0,13.3,7.8,1946.534
11/11/2010,3,0,13.3,5.6,1773.592
11/12/2010,2.6,0,16.7,7.2,1836.822
11/13/2010,1.4,0,17.8,7.8,2023.174
11/14/2010,1.6,0,16.1,7.8,2038.392
11/15/2010,2.5,0,13.9,10,1747.382
11/16/2010,3,11.4,15,11.1,1509.748
11/17/2010,4.8,5.3,15.6,10.6,1582.032
11/18/2010,3.2,0,12.8,7.2,1652.152
11/19/2010,2.6,0,8.9,4.4,1570.4
11/20/2010,3.4,0,12.8,5,2197.006
11/21/2010,2.7,0,8.9,3.9,900.91
11/22/2010,2.7,0,18.3,7.2,2041.536
11/23/2010,3.1,0,16.1,10,1577.536
11/24/2010,4.3,0,10,5,1796.248
11/25/2010,1.6,1.5,7.8,3.9,1431.164
11/26/2010,3.1,4.1,11.7,3.3,1488.104
